player_id,grass_pts_served,grass_service_pts_won,grass_pts_received,grass_receiving_pts_won,grass_aces,hard_pts_served,hard_service_pts_won,hard_pts_received,hard_receiving_pts_won,hard_aces,clay_pts_served,clay_service_pts_won,clay_pts_received,clay_receiving_pts_won,clay_aces,carpet_pts_served,carpet_service_pts_won,carpet_pts_received,carpet_receiving_pts_won,carpet_aces
200054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200069,98,51,100,28,9,951,537,1005,471,77,469,276,579,247,52,0,0,0,0,0
200070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
