name,t_grass_receive_total,t_grass_receive_won,t_hard_receive_total,t_hard_receive_won,t_clay_receive_total,t_clay_receive_won,1_grass_receive_total,1_grass_receive_won,1_hard_receive_total,1_hard_receive_won,1_clay_receive_total,1_clay_receive_won,2_grass_receive_total,2_grass_receive_won,2_hard_receive_total,2_hard_receive_won,2_clay_receive_total,2_clay_receive_won,3_grass_receive_total,3_grass_receive_won,3_hard_receive_total,3_hard_receive_won,3_clay_receive_total,3_clay_receive_won,4_grass_receive_total,4_grass_receive_won,4_hard_receive_total,4_hard_receive_won,4_clay_receive_total,4_clay_receive_won,5_grass_receive_total,5_grass_receive_won,5_hard_receive_total,5_hard_receive_won,5_clay_receive_total,5_clay_receive_won,6_grass_receive_total,6_grass_receive_won,6_hard_receive_total,6_hard_receive_won,6_clay_receive_total,6_clay_receive_won,7_grass_receive_total,7_grass_receive_won,7_hard_receive_total,7_hard_receive_won,7_clay_receive_total,7_clay_receive_won,8_grass_receive_total,8_grass_receive_won,8_hard_receive_total,8_hard_receive_won,8_clay_receive_total,8_clay_receive_won,9_grass_receive_total,9_grass_receive_won,9_hard_receive_total,9_hard_receive_won,9_clay_receive_total,9_clay_receive_won,10_grass_receive_total,10_grass_receive_won,10_hard_receive_total,10_hard_receive_won,10_clay_receive_total,10_clay_receive_won,11_grass_receive_total,11_grass_receive_won,11_hard_receive_total,11_hard_receive_won,11_clay_receive_total,11_clay_receive_won,12_grass_receive_total,12_grass_receive_won,12_hard_receive_total,12_hard_receive_won,12_clay_receive_total,12_clay_receive_won,13_grass_receive_total,13_grass_receive_won,13_hard_receive_total,13_hard_receive_won,13_clay_receive_total,13_clay_receive_won,14_grass_receive_total,14_grass_receive_won,14_hard_receive_total,14_hard_receive_won,14_clay_receive_total,14_clay_receive_won,15_grass_receive_total,15_grass_receive_won,15_hard_receive_total,15_hard_receive_won,15_clay_receive_total,15_clay_receive_won,16_grass_receive_total,16_grass_receive_won,16_hard_receive_total,16_hard_receive_won,16_clay_receive_total,16_clay_receive_won,17_grass_receive_total,17_grass_receive_won,17_hard_receive_total,17_hard_receive_won,17_clay_receive_total,17_clay_receive_won,18_grass_receive_total,18_grass_receive_won,18_hard_receive_total,18_hard_receive_won,18_clay_receive_total,18_clay_receive_won
Rogerio Dutra Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,1,0,0,0,0,0,0,5,4,7,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,10,3
Benoit Paire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,4,1,1,0,0,0,0,0,0,13,6,16,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,2,1,0
Denis Shapovalov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,5,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,3,0,0
Jerzy Janowicz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,11,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,1,1,0
Malek Jaziri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,0,3,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,5,2,0
Lucas Pouille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,17,6,9,3,0,0,0,0,0,0,5,2,17,8,18,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,19,5,7,3
Jo Wilfried Tsonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5,17,4,2,0,0,0,0,0,0,0,14,3,29,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,24,11,2,0
Cameron Norrie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Bolelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,2,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,4
Yen Hsun Lu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,1,0,0,0,0,0,0,0,0,2,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
Carlos Berlocq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0
Nikoloz Basilashvili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,10,1,0,0,0,0,0,0,5,4,2,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,9,3
Thomas Fabbiano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0
Sam Querrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,22,8,4,1,0,0,0,0,0,0,17,9,29,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,13,6,26,12,0,0
Fernando Verdasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12,4,0,0,0,0,0,0,2,1,6,3,23,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,17,9
Kevin Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,3,10,3,0,0,0,0,0,0,11,1,17,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13,6,7,6
Norbert Gombos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Seppi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,4,7,4,0,0,0,0,0,0,6,3,14,7,11,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,3,5,2
Tommy Haas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,0,0
Ruben Bemelmans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,16,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0
Daniil Medvedev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,3,1,0,0,0,0,0,0,5,2,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,5,1
Stan Wawrinka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,12,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,6,14,8,0,0,0,0,0,0,2,2,25,9,20,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,7,17,7
Rafael Nadal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,14,7,48,14,22,10,0,0,0,0,0,0,15,6,66,29,31,17,0,0,0,0,0,0,0,0,0,0,0,0,20,6,63,24,25,14
John Millman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5,2,0,0,0,0,0,0,0,1,1,8,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,6,4,2
Donald Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,0,0,0,0,0,0,0,5,2,8,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,4,3
Denis Istomin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,0,0,0,0,0,0,0,0,0,16,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,3,1,1
Thiago Monteiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,8,4,0,0,0,0,0,0,8,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,8,4
Andrew Whittington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,5,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Andrey Kuznetsov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,6,3,11,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,3,1,1
Karen Khachanov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,7,3,0,0,0,0,0,0,9,5,5,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,7,2,13,3,7,3
Ivo Karlovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,1,0,0,0,0,0,0,4,0,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,1,1
Aljaz Bedene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,2,4,1,0,0,0,0,0,0,6,3,6,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,7,2
Damir Dzumhur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,3,1,0,0,0,0,0,0,0,9,8,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,6,1,0
Renzo Olivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,6
Lukas Rosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
Henri Laaksonen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
Marton Fucsovics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilles Muller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,1,0,0,0,0,0,0,0,0,14,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,4,1,3,0
Kei Nishikori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,4,14,8,0,0,0,0,0,0,11,5,18,8,20,11,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,8,26,10
